374.54011884736246, 950.7143064099162
731.993941811405, 598.6584841970366
156.01864044243651, 155.99452033620265
58.083612168199465,	866.1761457749351
601.1150117432088,	708.0725777960456
20.584494295802447,	969.9098521619943
832.4426408004217,	212.33911067827616
181.82496720710063,	183.4045098534338
304.2422429595377,	524.75643163223786
431.94501864211574,	291.22914019804192
611.8528947223795,	139.49386065204184
292.14464853521815,	366.3618432936917
456.06998421703594,	785.1759613930136
199.67378215835975,	514.2344384136116
592.4145688620425,	46.45041271999773
